interf_type,anchor_Q1,anchor_Q3,anchor_accession,anchor_name,interf_accession,interf_name,source_area,source_rt,interf_area,interf_rt,transition_similarity,transition_ratio
fragment,173.1,131,HMDB0003357,N2-Acetylornithine,HMDB0000472,5-Hydroxy-L-tryptophan,709262.035747181,8.839,1134.30912100091,8.869,0.94001651802497,0.001599281
isomer,180.1,162,PBCM0000440049,"(2R,3R,4S,5R)-2-amino-3,4,5,6-tetrahydroxyhexanal",HMDB0001514,Glucosamine,160429.006673747,8.999,134411.942512684,8.967,0.93956427691113,0.8378282
fragment,121,93,HMDB0001870,Benzoic acid,HMDB0003431,L-Histidinol,4666170.8756277,10.633,4926.50868991292,10.727,0.939291735900387,0.001055793
isomer,104.1,87,HMDB0000112,gamma-Aminobutyric acid,HMDB0001906,2-Aminoisobutyric acid,193873.821161129,8.551,5946.40218234952,8.487,0.938994172946966,0.03067151
fragment,129,85,HMDB0000634,Citraconic acid,HMDB0001264,Dehydroascorbic acid,49505.4435750417,6.883,11055.0706466415,6.9155,0.937519396013256,0.2233102
fragment,112.1,70,PBCM0000066950,Isocytosine,HMDB0000517,L-Arginine,3267154.52540262,13.771,5083.75926360668,13.835,0.937506000659078,0.00155602
fragment,140,122,HMDB0002658,6-Hydroxynicotinic acid,HMDB0002666,Thiamine monophosphate,3221543.13054807,9.416,4732.60624040992,9.416,0.936731414616974,0.001469049
isomer,148.1,88,HMDB0002393,N-Methyl-D-aspartic acid,HMDB0003011,O-Acetylserine,64448.0484569774,7.75,25118.235522111,7.75,0.935698382775952,0.3897439
isotope,129,85,HMDB0000634,Citraconic acid,HMDB0000267,Pyroglutamic acid,12949.1898448885,7.94,1921.88663115272,7.908,0.935450480040766,0.1484175
fragment,117.1,59,HMDB0000754,3-Hydroxyisovaleric acid,HMDB0000296,Uridine,1494886.7567272,5.41,2448.11490449001,5.41,0.935424478227923,0.001637659
fragment,508,136,HMDB0000538,Adenosine triphosphate,HMDB0000217,"NADP",589932.048690853,11.209,36973.94126027,11.209,0.934930818325676,0.06267492
isobar,138.1,78,HMDB0029806,Methyl nicotinate,HMDB0000306,Tyramine,1122480.26377196,8.391,2668.60681567146,8.391,0.934798332388073,0.00237742
isomer,173,85,HMDB0000072,cis-Aconitic acid,HMDB0001264,Dehydroascorbic acid,49505.4435750417,6.883,3657.72941388299,6.9155,0.933455007609862,0.0738854
fragment,126.1,109,HMDB0002894,5-Methylcytosine,HMDB0002224,5-Methyldeoxycytidine,1135114.2184488,5.637,3933097.412086,5.573,0.933191941034781,3.464935
isobar,173.1,58,HMDB0006028,N-Acetylasparagine,HMDB0000517,L-Arginine,3267154.52540262,13.771,4175.23638602563,13.769,0.932609200408456,0.001277943
isomer,173,85,HMDB0000958,trans-Aconitic acid,HMDB0001264,Dehydroascorbic acid,49505.4435750417,6.883,3411.68515001886,6.948,0.932333847377712,0.06891535
fragment,121,92,HMDB0011718,4-Hydroxybenzaldehyde,HMDB0000291,Vanillylmandelic acid,1324339.88487628,7.236,3169.73656717063,7.268,0.931693089527773,0.002393446
fragment,122.1,105,HMDB0012275,Phenylethylamine,HMDB0001065,2-Hydroxyphenethylamine,595700.630172295,8.006,1749.53141923195,8.07,0.93156537339639,0.002936931
fragment,124,80,HMDB0001488,Nicotinic acid,HMDB0003269,Nicotinuric acid,5379674.90242948,6.95,23778.5866633176,6.918,0.931115866490017,0.004420079
fragment,136,92,HMDB0001392,p-Aminobenzoic acid,HMDB0000291,Vanillylmandelic acid,1324339.88487628,7.236,24824.101410464,7.268,0.930415734756079,0.01874451
fragment,137,93,HMDB0000500,4-Hydroxybenzoic acid,HMDB0001451,(R)-Lipoic acid,3315683.45366805,3.104,11166.2115452997,3.104,0.929925190284607,0.003367695
fragment,132.1,117,HMDB0000466,3-Methylindole,HMDB0001238,N-Acetylserotonin,5882611.43024173,2.912,32542.0707055587,2.946,0.929857840593068,0.005531909
fragment,110.1,65,HMDB0001169,4-Aminophenol,HMDB0000962,Lipoamide,229237.111564724,1.986,341.522887640733,1.986,0.929487199476247,0.001489824
fragment,137,93,HMDB0001895,Salicylic acid,HMDB0000177,L-Histidine,3228148.61558713,9.159,7445.79872483364,9.157,0.929146386995857,0.002306523
fragment,109,108,HMDB0000957,Pyrocatechol,HMDB0000609,DL-Dopa,353603.581395552,9.416,12004.7299987829,9.51,0.928941564951819,0.03394968
isotope,154,80,HMDB0304941,3-Amino-4-hydroxybenzoic acid,HMDB0000292,Xanthine,3171232.04453768,6.883,7951.50116324646,6.918,0.926972073212851,0.002507385
isotope,115,71,HMDB0000019,alpha-Ketoisovaleric acid,HMDB0254310,MALEAMIC ACID,755106.674284293,7.876,46062.5060184618,7.908,0.926710805321664,0.06100132
fragment,76,30,HMDB0000123,Glycine,HMDB0001147,Aminomalonic acid,37956.0838251013,10.6005,367.541564559122,10.6005,0.926620955315164,0.009683337
isotope,115,71,HMDB0000176,Maleic acid,HMDB0254310,MALEAMIC ACID,755106.674284293,7.876,40275.6707601562,7.908,0.926354436642874,0.05333772
fragment,132.1,90,HMDB0000064,Creatine,HMDB0001511,Phosphocreatine,155831.690468648,10.376,141047.671892263,10.408,0.925855459620919,0.9051283
fragment,133,115,HMDB0000156,Malic acid,HMDB0002545,Galacturonic acid,484142.095761764,10.534,9179.3459156704,10.342,0.924338950021194,0.01896002
isotope,176.1,130,HMDB0000197,Indoleacetic acid,HMDB0000517,L-Arginine,3267154.52540262,13.771,4602.05616558325,13.739,0.92294046679747,0.001408582
fragment,130.1,56,HMDB0000716,L-Pipecolic acid,HMDB0028854,Glycylvaline,704006.66905475,8.006,3637.58292447842,8.006,0.922397103445638,0.005166972
fragment,114.1,44,HMDB0000562,Creatinine,HMDB0001511,Phosphocreatine,155831.690468648,10.376,13359.2153352268,10.44,0.921401762953362,0.08572849
fragment,129,85,HMDB0000634,Citraconic acid,HMDB0003466,L-Gulonolactone,395464.420301665,7.204,3264.94369204539,7.172,0.921155419897963,0.008255973
fragment,161.1,144,HMDB0000303,Tryptamine,HMDB0001238,N-Acetylserotonin,5882611.43024173,2.912,39039.6617886542,2.946,0.919959615990799,0.006636451
fragment,138,108,HMDB0001232,4-Nitrophenol,HMDB0000239,Pyridoxine,9778988.47069235,3.395,193775.333033861,3.425,0.919629862541726,0.01981548
fragment,152,108,HMDB0001476,3-Hydroxyanthranilic acid,HMDB0000296,Uridine,1494886.7567272,5.41,2910.44034104626,5.41,0.919513983436205,0.00194693
fragment,87,43,HMDB0000243,Pyruvic acid,HMDB0000230,N-Acetylneuraminic acid,986586.249506779,9.317,2289.36502590056,9.317,0.919016638098593,0.002320492
fragment,76.1,58,HMDB0000925,Trimethylamine N-oxide,HMDB0001147,Aminomalonic acid,37956.0838251013,10.6005,1813.52979975303,10.633,0.918990530701816,0.04777969
fragment,132.1,86,HMDB0000172,L-Isoleucine,HMDB0001511,Phosphocreatine,155831.690468648,10.376,1601.41977324496,10.376,0.918853097646167,0.0102766
isotope,115,71,HMDB0000720,Levulinic acid,HMDB0254310,MALEAMIC ACID,755106.674284293,7.876,37114.1252992546,7.908,0.918803419897643,0.04915084
fragment,117.1,59,HMDB0000754,3-Hydroxyisovaleric acid,HMDB0002545,Galacturonic acid,484142.095761764,10.534,3324.79117811381,10.534,0.917912816944866,0.006867387
isotope,102,58,HMDB0255145,N-Formylglycine,HMDB0000005,2-Ketobutyric acid,51776.5813083806,4.514,1914.98269031604,4.514,0.917738039628952,0.0369855
fragment,90.1,44,HMDB0000161,L(D)-Alanine,HMDB0001511,Phosphocreatine,155831.690468648,10.376,3809.4179783672,10.376,0.917531270494232,0.02444572
fragment,102.1,56,HMDB0036458,1-Aminocyclopropanecarboxylic acid,HMDB0028685,Alanylglutamine,1508191.39669779,8.997,1707.98215139657,9.063,0.916309245762552,0.00113247
fragment,118.1,58,HMDB0000043,Betaine,HMDB0000050,Adenosine,13175678.0024158,4.868,132076.238301109,4.996,0.915460528366916,0.01002425
fragment,124,80,HMDB0001488,Nicotinic acid,HMDB0000962,Lipoamide,229237.111564724,1.986,790.481981117259,1.922,0.915401961458431,0.003448316
isobar,122.1,105,HMDB0012275,Phenylethylamine,HMDB0000574,L-Cysteine,9154.64094297148,9.223,4394.73559263229,9.191,0.914680918838161,0.4800555
fragment,131,87,HMDB0011733,Glycyl-glycine,HMDB0000956,Tartaric acid,467845.365422312,11.495,1314.63621754876,11.463,0.914406776443693,0.00280998
fragment,139,79,HMDB0004110,Phosphonoacetate,HMDB0000263,Phosphoenolpyruvic acid,670868.514512106,11.815,3776.62519583087,11.815,0.914383172544338,0.005629457
fragment,123.1,80,HMDB0001406,Niacinamide,HMDB0000902,"NAD",1098977.96930556,9.512,199140.114708116,9.544,0.913755362982923,0.1812048
fragment,137,93,HMDB0001895,Salicylic acid,HMDB0001451,(R)-Lipoic acid,3315683.45366805,3.104,9166.96025415965,3.104,0.912934648433217,0.002764727
isomer,154.1,91,HMDB0000073,Dopamine,HMDB0004825,p-Octopamine,4450242.97689288,9.48,29713.9540231812,9.448,0.91209105197603,0.006676928
fragment,133,115,HMDB0000156,Malic acid,HMDB0000127,D-Glucuronic acid,370124.541380393,10.406,7592.43054352793,10.406,0.911825862639134,0.02051318
fragment,137,93,HMDB0000500,4-Hydroxybenzoic acid,HMDB0000177,L-Histidine,3228148.61558713,9.159,6205.98036549702,9.189,0.911433773676029,0.001922458
fragment,61,44,HMDB0000294,Urea,HMDB0000296,Uridine,1494886.7567272,5.41,30161.1349694225,5.38,0.91091557415983,0.0201762
isotope,115,71,HMDB0000134,Fumaric acid,HMDB0254310,MALEAMIC ACID,755106.674284293,7.876,47907.802117722,7.876,0.90998968193511,0.06344508
fragment,137,93,HMDB0002466,3-Hydroxybenzoic acid,HMDB0001451,(R)-Lipoic acid,3315683.45366805,3.104,10765.2030298732,3.072,0.907651438210876,0.003246752
fragment,145.1,101,HMDB0000752,Methylglutaric acid,HMDB0028685,Alanylglutamine,1508191.39669779,8.997,1513.80409588404,8.965,0.907492826388792,0.001003721
fragment,174.1,128,HMDB0000842,Quinaldic acid,HMDB0000679,Homocitrulline,345302.326537134,9.351,1509.3717330068,9.287,0.907289511056394,0.00437116
isotope,139.1,121,HMDB0000301,Urocanic acid,HMDB0000306,Tyramine,1122480.26377196,8.391,9928.45806887516,8.391,0.906961239122436,0.008845107
isobar,138.1,92,HMDB0000875,Trigonelline,HMDB0001065,2-Hydroxyphenethylamine,595700.630172295,8.006,1328.16357762163,8.07,0.906434106826125,0.002229582
fragment,132.1,86,HMDB0000687,L-Leucine,HMDB0000641,L-Glutamine,1339403.06696519,9.351,4152.08981260661,9.351,0.906284143145653,0.003099955
fragment,161.1,144,HMDB0000303,Tryptamine,HMDB0000259,Serotonin,3330767.42839269,10.536,32652.5239067259,10.376,0.905539237843014,0.009803303
fragment,131.1,85,HMDB0000746,Hydroxyisocaproic acid,HMDB0000517,L-Arginine,2489987.70941439,13.771,2532.14514109852,13.801,0.904732733636434,0.001016931
fragment,191,87,HMDB0000094,Citric acid,HMDB0000663,Glucaric acid,738744.604027588,11.367,1701.35248472683,11.303,0.903569602820492,0.002303032
isomer,121,93,HMDB0001870,Benzoic acid,HMDB0011718,4-Hydroxybenzaldehyde,16323114.486967,2.048,1622638.31301979,2.4,0.903082268333128,0.0994074
fragment,130.1,56,HMDB0000716,L-Pipecolic acid,HMDB0003011,O-Acetylserine,64448.0484569774,7.75,2148.26234801281,7.718,0.902867053938663,0.03333324
isotope,117,73,HMDB0000202,Methylmalonic acid,HMDB0000532,Acetylglycine,723565.901853112,7.748,3007.78070233623,7.716,0.902825215658877,0.004156886
fragment,160,116,HMDB0002285,2-Indolecarboxylic acid,HMDB0002302,Indole-3-propionic acid,2064804.05076163,4.42,39936.8613770412,4.642,0.902415618940763,0.01934172
fragment,131,87,HMDB0000661,Glutaric acid,HMDB0000684,L-Kynurenine,536425.91732554,7.11,1368.59484087762,7.076,0.901715616535378,0.002551321
fragment,152,108,HMDB0001476,3-Hydroxyanthranilic acid,HMDB0000152,Gentisic acid,2753234.63793453,5.987,198818.362978375,6.019,0.900437598486526,0.07221265
fragment,118.1,58,HMDB0000043,Betaine,HMDB0004825,p-Octopamine,4450242.97689288,9.48,966331.373429219,9.544,0.898056821229789,0.2171413
fragment,112.1,95,HMDB0000630,Cytosine,HMDB0000177,L-Histidine,3228148.61558713,9.159,38550.0536955957,9.159,0.897504721712494,0.01194185
fragment,151,107,HMDB0000669,ortho-Hydroxyphenylacetic acid,HMDB0002757,Cysteic acid,808658.527145202,10.28,1029.05462641493,10.214,0.895790082585426,0.001272545
fragment,127.1,81,HMDB0002024,Imidazoleacetic acid,HMDB0000215,N-Acetyl-D-glucosamine,38059.1564931949,7.302,5443.1953105503,7.366,0.895714402209358,0.1430193
fragment,129,85,HMDB0000634,Citraconic acid,HMDB0000725,4-Hydroxyproline,210568.320399676,8.839,1678.88809998342,8.869,0.894028731321759,0.007973128
fragment,137,93,HMDB0002466,3-Hydroxybenzoic acid,HMDB0000118,Homovanillic acid,84936.2231218435,6.691,3776.48189190999,6.723,0.893687174449162,0.04446256
fragment,130.1,56,HMDB0000716,L-Pipecolic acid,HMDB0028685,Alanylglutamine,1508191.39669779,8.997,7046.63029021807,9.031,0.893576124248448,0.004672239
fragment,74.1,57,HMDB0001522,Methylguanidine,HMDB0001015,N-Formyl-L-methionine,1544348.90171345,5.41,14906.4955770721,5.316,0.893467374507427,0.009652285
fragment,129,85,HMDB0000634,Citraconic acid,HMDB0001264,Dehydroascorbic acid,37058.0157973143,6.883,6780.29404825594,6.98,0.893055635406886,0.1829643
fragment,118.1,91,HMDB0000738,Indole,HMDB0004826,p-Synephrine,321556.485237765,8.231,1791.13670356181,8.263,0.891710918197131,0.005570209
fragment,138.1,120,HMDB0001065,2-Hydroxyphenethylamine,HMDB0000073,Dopamine,307304.972424891,11.337,43724.7800332833,11.433,0.889524332966974,0.1422846
fragment,117,73,HMDB0000202,Methylmalonic acid,HMDB0002545,Galacturonic acid,484142.095761764,10.534,3286.44105385821,10.47,0.887507116274895,0.006788175
fragment,111,42,HMDB0000300,Uracil,HMDB0006028,N-Acetylasparagine,438791.511607113,8.549,865.049713100635,8.613,0.886741625878411,0.001971437
isotope,170,124,HMDB0002757,Cysteic acid,HMDB0000130,Homogentisic acid,2180712.4673548,6.948,48783.2232204654,6.918,0.88645195821969,0.02237031
isobar,131.1,85,HMDB0001624,2-Hydroxycaproic acid,HMDB0011733,Glycyl-glycine,330565.387899828,9.317,26285.6389623562,9.317,0.886345523858627,0.07951721
isotope,123.1,80,HMDB0001406,Niacinamide,HMDB0012275,Phenylethylamine,2813925.67538157,7.814,26525.7611584475,8.006,0.886114614348379,0.009426603
fragment,141,97,HMDB0002432,Sumiki's acid,HMDB0000211,myo-Inositol,208449.328069146,9.958,1181.24056985815,10.022,0.883122157722556,0.0056668
fragment,128,82,HMDB0000267,Pyroglutamic acid,HMDB0000148,L-Glutamic acid,386448.182408551,9.832,932.257475212221,9.83,0.880740132414897,0.002412374
isobar,125,108,HMDB0003192,5-Aminoimidazole-4-carboxamide,HMDB0013674,"1,2,3-Trihydroxybenzene",39769.0337587665,11.335,2476.8331986987,11.303,0.880221787339797,0.06228045
isobar,166,122,HMDB0000232,Quinolinic acid,HMDB0001545,Pyridoxal,7302265.61138385,3.425,14016.7536933371,3.425,0.880125938866005,0.0019195080000000001
isotope,117,73,HMDB0000254,Succinic acid,HMDB0000532,Acetylglycine,723565.901853112,7.748,3215.13599468497,7.716,0.877578299153473,0.00444346
fragment,137,93,HMDB0000500,4-Hydroxybenzoic acid,HMDB0000118,Homovanillic acid,84936.2231218435,6.691,4998.96986934568,6.723,0.876838366808612,0.05885557
fragment,153,108,HMDB0000152,Gentisic acid,HMDB0000609,DL-Dopa,353603.581395552,9.416,10214.3554338302,9.51,0.876656144218675,0.02888646
fragment,245.1,227,HMDB0000030,Biotin,HMDB0000125,Glutathione,871756.75336305,9.672,1235.82943151087,9.704,0.87477368800356,0.001417631
fragment,129,85,HMDB0002092,Itaconic acid,HMDB0000725,4-Hydroxyproline,210568.320399676,8.839,697.972959818336,8.869,0.874028348434053,0.00331471
fragment,124,80,HMDB0060665,Isonicotinic acid,HMDB0000902,"NAD",1098977.96930556,9.512,5720.72679302074,9.544,0.873541256993755,0.005205497
isotope,139.1,121,HMDB0000301,Urocanic acid,HMDB0015687,Salicylamide,1257011.03694723,2.05,15029.5084578636,1.986,0.871945915286081,0.01195654
fragment,138,108,HMDB0001232,4-Nitrophenol,HMDB0000291,Vanillylmandelic acid,1324339.88487628,7.236,14991.549687003,7.268,0.870120112543107,0.01132002
fragment,131,87,HMDB0000223,Oxalacetic acid,HMDB0000094,Citric acid,345276.582852104,12.136,1552.06863601591,12.2,0.870074184293523,0.004495146
fragment,138.1,120,HMDB0001065,2-Hydroxyphenethylamine,HMDB0000175,Inosinic acid,294940.985521816,10.376,10800.103455153,10.376,0.869840806781099,0.03661785
fragment,109,108,HMDB0000957,Pyrocatechol,HMDB0002466,3-Hydroxybenzoic acid,785280.886476412,7.14,11977.017160708,7.204,0.86950412847723,0.01525189
fragment,153,109,HMDB0029666,"2,4-Dihydroxybenzoic acid",HMDB0000609,DL-Dopa,353603.581395552,9.416,24647.124146261,9.51,0.869397227673348,0.0697027
fragment,173,85,HMDB0000958,trans-Aconitic acid,HMDB0000094,Citric acid,345276.582852104,12.136,20828.298737613,12.072,0.867717019519395,0.06032352
fragment,112.1,95,HMDB0000630,Cytosine,HMDB0000177,L-Histidine,2890390.07242772,9.159,34010.3301109495,9.191,0.867656061531879,0.01176669
fragment,115,71,HMDB0000176,Maleic acid,HMDB0000663,Glucaric acid,738744.604027588,11.367,7205.48555216056,11.367,0.866610709919375,0.00975369
isotope,109,108,HMDB0000957,Pyrocatechol,HMDB0001169,4-Aminophenol,1242964.07592637,2.882,147188.232336033,2.72,0.865479561692454,0.1184171
fragment,137.1,94,HMDB0000699,1-Methylnicotinamide,HMDB0000118,Homovanillic acid,84936.2231218435,6.691,7558.70101847614,6.725,0.865057727757646,0.08899267
isotope,133,115,HMDB0000156,Malic acid,HMDB0000191,L-Aspartic acid,595951.996340395,9.958,8204.36889391887,9.926,0.863029949775161,0.01376683
isobar,116.1,70,HMDB0000162,L(D)-Proline,HMDB0254310,MALEAMIC ACID,755106.674284293,7.876,1285.02773165239,7.846,0.862522038694384,0.001701783
fragment,144.1,84,HMDB0004827,Proline betaine,HMDB0001256,Spermine,123145.051329337,8.327,2778.93634856573,8.455,0.862489520896601,0.02256637
fragment,145,101,HMDB0000208,Oxoglutaric acid,HMDB0028685,Alanylglutamine,1508191.39669779,8.997,3545.93097827029,8.997,0.861828297961137,0.002351115
fragment,89,43,HMDB0000190,L-Lactic acid,HMDB0001129,N-Acetylmannosamine,21269.3400502323,7.494,13307.2227084393,7.396,0.861759185315417,0.6256528
fragment,348.1,136,HMDB0000045,Adenosine monophosphate,HMDB0000538,Adenosine triphosphate,187469.113745591,11.273,32139.8035205311,11.305,0.860355435656762,0.1714405
isotope,167,123,HMDB0029644,"2',4',6'-Trihydroxyacetophenone",HMDB0001545,Pyridoxal,7302265.61138385,3.425,13117.7943837705,3.425,0.858693469469385,0.001796401
fragment,102.1,56,HMDB0036458,1-Aminocyclopropanecarboxylic acid,HMDB0002393,N-Methyl-D-aspartic acid,556131.269108391,9.287,1941.58952265135,9.319,0.858074759097745,0.003491243
isomer,121,92,HMDB0011718,4-Hydroxybenzaldehyde,HMDB0001870,Benzoic acid,455989.020735909,3.649,2702.75616822975,3.617,0.857443013354521,0.00592724
isotope,155,111,HMDB0000226,Orotic acid,HMDB0000177,L-Histidine,3228148.61558713,9.159,3626.79879131108,9.189,0.856404613701939,0.001123492
fragment,124,80,HMDB0001488,Nicotinic acid,HMDB0000902,"NAD",1098977.96930556,9.512,5702.44345729713,9.544,0.85585850293008,0.005188861
fragment,129,85,HMDB0002092,Itaconic acid,HMDB0003070,Shikimic acid,269267.925351815,9.574,1031.32484978377,9.638,0.854859546416136,0.003830107
fragment,96,51,HMDB0013751,2-Hydroxypyridine,HMDB0002243,Picolinic acid,475729.280262794,7.046,1657.20903444119,7.046,0.853603032456464,0.003483513
fragment,106,60,HMDB0000187,L(D)-Serine,HMDB0003011,O-Acetylserine,64448.0484569774,7.75,25616.4270063518,7.942,0.853519833467262,0.3974741
isomer,180.1,162,PBCM0000440049,"(2R,3R,4S,5R)-2-amino-3,4,5,6-tetrahydroxyhexanal",HMDB0001514,Glucosamine,345460.62779192,8.999,326781.658457429,9.416,0.852971045671712,0.9459303
fragment,117.1,59,HMDB0000754,3-Hydroxyisovaleric acid,HMDB0000211,myo-Inositol,208449.328069146,9.958,5171.21908642269,9.99,0.849975259887122,0.02480804
isomer,103,57,HMDB0000008,2-Hydroxybutyric acid,HMDB0000011,3-Hydroxybutyric acid,177415.631762837,7.236,500.821060005187,7.268,0.849115481653655,0.002822869
fragment,137,93,HMDB0000500,4-Hydroxybenzoic acid,HMDB0000423,"3,4-Dihydroxyhydrocinnamic acid",362394.704796498,7.972,4995.85389564619,8.229,0.846699184010917,0.01378567
fragment,335.1,123,HMDB0000229,Nicotinamide ribotide,HMDB0000217,"NADP",589932.048690853,11.209,20409.8266714221,11.273,0.84568983555717,0.03459691
fragment,115,71,HMDB0000720,Levulinic acid,HMDB0000663,Glucaric acid,738744.604027588,11.367,6194.90775726452,11.367,0.845546689745268,0.008385723
isobar,131.1,85,HMDB0000746,Hydroxyisocaproic acid,HMDB0011733,Glycyl-glycine,330565.387899828,9.317,25944.2040890331,9.317,0.84545993110243,0.07848433
isobar,145.1,101,HMDB0000422,2-Methylglutaric acid,HMDB0000182,L-Lysine,1174326.1545554,13.291,1660.15571618047,13.289,0.841890041272084,0.001413709
fragment,136.1,119,HMDB0000034,Adenine,HMDB0000538,Adenosine triphosphate,187469.113745591,11.273,15637.4417278905,11.337,0.841518395430827,0.08341343
fragment,115,71,HMDB0000134,Fumaric acid,HMDB0000663,Glucaric acid,738744.604027588,11.367,9220.84890323185,11.367,0.840713318130543,0.01248178
fragment,103,57,HMDB0000729,alpha-Hydroxyisobutyric acid,HMDB0000094,Citric acid,345276.582852104,12.136,634.097671561405,12.2,0.840650065462437,0.001836492
isomer,180.1,162,PBCM0000440049,"(2R,3R,4S,5R)-2-amino-3,4,5,6-tetrahydroxyhexanal",HMDB0001514,Glucosamine,160429.006673747,8.999,142409.425243695,9.416,0.83764408570711,0.8876788
fragment,325,97,HMDB0000288,Uridine 5'-monophosphate,HMDB0000295,Uridine 5'-diphosphate,164164.800526834,11.241,1707.07918633817,11.209,0.834072209055179,0.01039857
fragment,129,85,HMDB0002092,Itaconic acid,HMDB0000148,L-Glutamic acid,386448.182408551,9.832,1876.57430944944,9.894,0.832904041993496,0.004855953
fragment,147,103,HMDB0000567,Cinnamic acid,HMDB0000094,Citric acid,345276.582852104,12.136,680.779882473584,12.2,0.83184522295275,0.001971694
fragment,126.1,109,HMDB0002894,5-Methylcytosine,HMDB0014496,Thioguanine,2403756.48052677,6.821,8556.99380175444,6.8855,0.831841960800825,0.003559842
fragment,124,80,HMDB0000251,Taurine,HMDB0304941,3-Amino-4-hydroxybenzoic acid,198398.696507368,9.287,86327.8196219802,9.253,0.830965510205908,0.4351229
fragment,76.1,58,HMDB0000925,Trimethylamine N-oxide,HMDB0000187,L(D)-Serine,173274.124379014,9.672,781.591870564872,9.608,0.830937842149436,0.004510725
fragment,144.1,84,HMDB0004827,Proline betaine,HMDB0000215,N-Acetyl-D-glucosamine,38059.1564931949,7.302,8136.46741505498,7.366,0.829481901967596,0.2137848
fragment,151,108,HMDB0000292,Xanthine,HMDB0000291,Vanillylmandelic acid,1324339.88487628,7.236,6658.80514257832,7.268,0.829070534821021,0.005028018
fragment,101,57,HMDB0000005,2-Ketobutyric acid,HMDB0003466,L-Gulonolactone,395464.420301665,7.204,690.913054880964,7.268,0.828736008108497,0.001747093
fragment,111,42,HMDB0000300,Uracil,HMDB0000288,Uridine 5'-monophosphate,243811.685346413,10.312,1522.03385192194,10.342,0.827105091939547,0.006242662
fragment,123.1,80,HMDB0001406,Niacinamide,HMDB0000217,"NADP",589932.048690853,11.209,183219.701914096,11.273,0.826708350185903,0.3105776
fragment,117,73,HMDB0000202,Methylmalonic acid,HMDB0000208,Oxoglutaric acid,660176.418177173,10.855,8778.76266382606,10.855,0.824976167847236,0.0132976
fragment,173,85,HMDB0000072,cis-Aconitic acid,HMDB0000094,Citric acid,345276.582852104,12.136,25489.851266234,12.072,0.822995388744904,0.07382444
fragment,112.1,95,HMDB0000630,Cytosine,HMDB0000670,Homo-L-arginine,1823392.34227697,13.707,54228.838928462,13.707,0.821906749926759,0.02974063
fragment,102.1,56,HMDB0036458,1-Aminocyclopropanecarboxylic acid,HMDB0000182,L-Lysine,1174326.1545554,13.291,1598.61076773387,13.387,0.819708643249386,0.0013613
fragment,137,93,HMDB0001895,Salicylic acid,HMDB0000423,"3,4-Dihydroxyhydrocinnamic acid",362394.704796498,7.972,5483.91298934514,8.1645,0.818044561997311,0.01513243
fragment,428,136,HMDB0001341,ADP,HMDB0000538,Adenosine triphosphate,187469.113745591,11.273,38782.4551237507,11.273,0.817182518758003,0.2068738
fragment,137,93,HMDB0000500,4-Hydroxybenzoic acid,HMDB0001451,(R)-Lipoic acid,3315683.45366805,3.104,14075.2910084163,3.297,0.813988177618069,0.004245065
fragment,129,85,HMDB0000634,Citraconic acid,HMDB0000148,L-Glutamic acid,386448.182408551,9.832,4022.54275386591,9.894,0.812531623748168,0.01040901
fragment,129,85,HMDB0000634,Citraconic acid,HMDB0000121,Folic acid,175128.18546018,11.273,1184.1700276995,11.175,0.810661672173372,0.0013523466
fragment,155,111,HMDB0000226,Orotic acid,HMDB0000012,Deoxyuridine,846963.692369831,3.809,3795.52518658575,3.873,0.810205705223095,0.004481332
fragment,123.1,80,HMDB0001406,Niacinamide,HMDB0000962,Lipoamide,229237.111564724,1.986,635.749869132035,1.986,0.807065386025546,0.002773329
fragment,136.1,119,HMDB0000034,Adenine,HMDB0000217,"NADP",589932.048690853,11.209,11144.4237344995,11.305,0.806101447165947,0.01889103
fragment,131,87,HMDB0011733,Glycyl-glycine,HMDB0000094,Citric acid,345276.582852104,12.136,1100.34463871405,12.104,0.804695608711094,0.00318685
fragment,115,71,HMDB0000019,alpha-Ketoisovaleric acid,HMDB0000765,Mannitol,237208.616425599,8.453,3164.24070272483,8.421,0.802276213165785,0.01333948
